RUN	OrderSystemLoadTest	ordersystemloadtest	1771285700748	 	3.2.1
USER	Shopping Spree	327	START	1771285722061	1771285722061
USER	Shopping Spree	328	START	1771285722121	1771285722121
USER	Shopping Spree	329	START	1771285722181	1771285722181
USER	Shopping Spree	330	START	1771285722232	1771285722232
USER	Shopping Spree	331	START	1771285722292	1771285722292
USER	Shopping Spree	332	START	1771285722351	1771285722351
USER	Shopping Spree	333	START	1771285722411	1771285722411
REQUEST	69		Buy Laptop	1771285712432	1771285712440	OK	 
REQUEST	32		Buy Laptop	1771285712353	1771285712365	OK	 
REQUEST	15		Buy Laptop	1771285712353	1771285712368	OK	 
REQUEST	2		Buy Laptop	1771285712342	1771285712350	OK	 
REQUEST	10		Buy Laptop	1771285712363	1771285712372	OK	 
REQUEST	9		Buy Laptop	1771285712307	1771285712316	OK	 
REQUEST	41		Buy Laptop	1771285712402	1771285712409	OK	 
REQUEST	114		Buy Laptop	1771285712342	1771285712353	OK	 
REQUEST	20		Buy Laptop	1771285712423	1771285712429	OK	 
REQUEST	3		Buy Laptop	1771285712402	1771285712410	OK	 
REQUEST	1		Buy Laptop	1771285712322	1771285712328	OK	 
REQUEST	7		Buy Laptop	1771285712374	1771285712382	OK	 
REQUEST	19		Buy Laptop	1771285712353	1771285712367	OK	 
REQUEST	24		Buy Laptop	1771285712432	1771285712443	OK	 
REQUEST	14		Buy Laptop	1771285712374	1771285712382	OK	 
REQUEST	46		Buy Laptop	1771285712353	1771285712366	OK	 
REQUEST	5		Buy Laptop	1771285712342	1771285712350	OK	 
REQUEST	109		Buy Laptop	1771285712432	1771285712447	OK	 
REQUEST	124		Buy Laptop	1771285712353	1771285712365	OK	 
REQUEST	30		Buy Laptop	1771285712432	1771285712438	OK	 
REQUEST	131		Buy Laptop	1771285712342	1771285712352	OK	 
REQUEST	47		Buy Laptop	1771285712402	1771285712409	OK	 
REQUEST	12		Buy Laptop	1771285712363	1771285712374	OK	 
REQUEST	16		Buy Laptop	1771285712423	1771285712429	OK	 
USER	Shopping Spree	1	END	1771285703124	1771285722420
USER	Shopping Spree	16	END	1771285703412	1771285722420
USER	Shopping Spree	2	END	1771285703124	1771285722420
USER	Shopping Spree	69	END	1771285706592	1771285722420
USER	Shopping Spree	109	END	1771285708991	1771285722420
USER	Shopping Spree	131	END	1771285710291	1771285722421
USER	Shopping Spree	20	END	1771285703661	1771285722421
USER	Shopping Spree	47	END	1771285705242	1771285722421
USER	Shopping Spree	46	END	1771285705182	1771285722421
USER	Shopping Spree	9	END	1771285703125	1771285722422
USER	Shopping Spree	41	END	1771285704891	1771285722422
USER	Shopping Spree	30	END	1771285704242	1771285722423
USER	Shopping Spree	32	END	1771285704362	1771285722424
USER	Shopping Spree	114	END	1771285709292	1771285722424
USER	Shopping Spree	12	END	1771285703171	1771285722425
USER	Shopping Spree	15	END	1771285703352	1771285722427
REQUEST	21		Buy Laptop	1771285712435	1771285722430	OK	 
USER	Shopping Spree	3	END	1771285703124	1771285722429
USER	Shopping Spree	14	END	1771285703291	1771285722429
USER	Shopping Spree	21	END	1771285703711	1771285722431
REQUEST	93		Buy Laptop	1771285712437	1771285722432	OK	 
USER	Shopping Spree	93	END	1771285708002	1771285722433
USER	Shopping Spree	124	END	1771285709882	1771285722433
USER	Shopping Spree	19	END	1771285703591	1771285722435
USER	Shopping Spree	7	END	1771285703125	1771285722435
USER	Shopping Spree	5	END	1771285703124	1771285722437
REQUEST	65		Buy Laptop	1771285712402	1771285722441	OK	 
USER	Shopping Spree	65	END	1771285706351	1771285722443
REQUEST	17		Buy Laptop	1771285712402	1771285722444	OK	 
USER	Shopping Spree	17	END	1771285703472	1771285722445
USER	Shopping Spree	24	END	1771285703891	1771285722445
USER	Shopping Spree	10	END	1771285703127	1771285722445
REQUEST	141		Buy Laptop	1771285712465	1771285722447	OK	 
USER	Shopping Spree	141	END	1771285710881	1771285722449
REQUEST	71		Buy Laptop	1771285712451	1771285722453	OK	 
USER	Shopping Spree	71	END	1771285706712	1771285722454
REQUEST	119		Buy Laptop	1771285712413	1771285722456	OK	 
REQUEST	68		Buy Laptop	1771285712442	1771285722459	OK	 
USER	Shopping Spree	68	END	1771285706532	1771285722460
USER	Shopping Spree	119	END	1771285709592	1771285722461
REQUEST	72		Buy Laptop	1771285712432	1771285722461	OK	 
USER	Shopping Spree	72	END	1771285706762	1771285722465
REQUEST	59		Buy Laptop	1771285712363	1771285722457	OK	 
REQUEST	43		Buy Laptop	1771285712363	1771285722461	OK	 
USER	Shopping Spree	59	END	1771285705992	1771285722466
USER	Shopping Spree	43	END	1771285705012	1771285722466
REQUEST	96		Buy Laptop	1771285712435	1771285722465	OK	 
REQUEST	107		Buy Laptop	1771285712376	1771285722466	OK	 
USER	Shopping Spree	107	END	1771285708871	1771285722468
USER	Shopping Spree	96	END	1771285708181	1771285722468
REQUEST	120		Buy Laptop	1771285712432	1771285722468	OK	 
REQUEST	33		Buy Laptop	1771285712451	1771285722463	OK	 
USER	Shopping Spree	120	END	1771285709651	1771285722470
USER	Shopping Spree	33	END	1771285704422	1771285722472
REQUEST	48		Buy Laptop	1771285712436	1771285722470	OK	 
USER	Shopping Spree	48	END	1771285705302	1771285722473
REQUEST	94		Buy Laptop	1771285712363	1771285722471	OK	 
USER	Shopping Spree	94	END	1771285708061	1771285722474
USER	Shopping Spree	334	START	1771285722473	1771285722473
REQUEST	118		Buy Laptop	1771285712374	1771285722475	OK	 
USER	Shopping Spree	118	END	1771285709531	1771285722477
REQUEST	67		Buy Laptop	1771285712364	1771285722474	OK	 
USER	Shopping Spree	67	END	1771285706471	1771285722477
REQUEST	142		Buy Laptop	1771285712376	1771285722477	OK	 
USER	Shopping Spree	142	END	1771285710942	1771285722479
REQUEST	116		Buy Laptop	1771285712443	1771285722480	OK	 
USER	Shopping Spree	116	END	1771285709411	1771285722481
REQUEST	11		Buy Laptop	1771285712363	1771285722480	OK	 
USER	Shopping Spree	11	END	1771285703127	1771285722482
REQUEST	90		Buy Laptop	1771285712363	1771285722484	OK	 
USER	Shopping Spree	90	END	1771285707822	1771285722487
REQUEST	22		Buy Laptop	1771285712367	1771285722486	OK	 
USER	Shopping Spree	22	END	1771285703772	1771285722488
REQUEST	70		Buy Laptop	1771285712402	1771285722488	OK	 
USER	Shopping Spree	70	END	1771285706652	1771285722490
REQUEST	81		Buy Laptop	1771285712451	1771285722508	OK	 
REQUEST	126		Buy Laptop	1771285712462	1771285722509	OK	 
USER	Shopping Spree	81	END	1771285707292	1771285722510
USER	Shopping Spree	126	END	1771285710002	1771285722511
REQUEST	95		Buy Laptop	1771285712453	1771285722510	OK	 
REQUEST	6		Buy Laptop	1771285712453	1771285722511	OK	 
USER	Shopping Spree	95	END	1771285708121	1771285722511
REQUEST	129		Buy Laptop	1771285712452	1771285722512	OK	 
REQUEST	143		Buy Laptop	1771285712462	1771285722512	OK	 
REQUEST	117		Buy Laptop	1771285712465	1771285722512	OK	 
USER	Shopping Spree	143	END	1771285711002	1771285722513
USER	Shopping Spree	117	END	1771285709471	1771285722513
USER	Shopping Spree	129	END	1771285710181	1771285722513
USER	Shopping Spree	6	END	1771285703125	1771285722513
REQUEST	45		Buy Laptop	1771285712462	1771285722514	OK	 
USER	Shopping Spree	45	END	1771285705131	1771285722515
REQUEST	44		Buy Laptop	1771285712462	1771285722511	OK	 
USER	Shopping Spree	44	END	1771285705072	1771285722516
REQUEST	54		Buy Laptop	1771285712462	1771285722516	OK	 
USER	Shopping Spree	54	END	1771285705682	1771285722518
REQUEST	23		Buy Laptop	1771285712451	1771285722522	OK	 
USER	Shopping Spree	23	END	1771285703832	1771285722523
REQUEST	35		Buy Laptop	1771285712374	1771285722523	OK	 
USER	Shopping Spree	35	END	1771285704541	1771285722524
REQUEST	179		View Home Page	1771285713183	1771285722530	OK	 
REQUEST	154		Buy Laptop	1771285712702	1771285722530	OK	 
REQUEST	213		View Home Page	1771285715243	1771285722532	OK	 
REQUEST	227		View Home Page	1771285716062	1771285722532	OK	 
USER	Shopping Spree	154	END	1771285711681	1771285722532
USER	Shopping Spree	335	START	1771285722532	1771285722532
REQUEST	275		View Home Page	1771285718932	1771285722533	OK	 
REQUEST	261		View Home Page	1771285718063	1771285722533	OK	 
REQUEST	219		View Home Page	1771285715593	1771285722533	OK	 
REQUEST	309		View Home Page	1771285720992	1771285722534	OK	 
REQUEST	323		View Home Page	1771285721822	1771285722536	OK	 
REQUEST	171		View Home Page	1771285712712	1771285722540	OK	 
REQUEST	210		View Home Page	1771285715062	1771285722540	OK	 
REQUEST	135		Buy Laptop	1771285712462	1771285722541	OK	 
REQUEST	267		View Home Page	1771285718432	1771285722542	OK	 
USER	Shopping Spree	135	END	1771285710531	1771285722542
REQUEST	55		Buy Laptop	1771285712443	1771285722541	OK	 
REQUEST	82		Buy Laptop	1771285712451	1771285722541	OK	 
REQUEST	158		Buy Laptop	1771285712952	1771285722541	OK	 
USER	Shopping Spree	82	END	1771285707352	1771285722542
REQUEST	137		Buy Laptop	1771285712462	1771285722541	OK	 
REQUEST	162		Buy Laptop	1771285713202	1771285722542	OK	 
USER	Shopping Spree	137	END	1771285710652	1771285722543
REQUEST	315		View Home Page	1771285721352	1771285722542	OK	 
USER	Shopping Spree	55	END	1771285705741	1771285722543
USER	Shopping Spree	158	END	1771285711932	1771285722543
USER	Shopping Spree	162	END	1771285712181	1771285722544
REQUEST	79		Buy Laptop	1771285712462	1771285722544	OK	 
USER	Shopping Spree	79	END	1771285707182	1771285722546
REQUEST	103		Buy Laptop	1771285712464	1771285722546	OK	 
USER	Shopping Spree	103	END	1771285708621	1771285722549
REQUEST	153		Buy Laptop	1771285712642	1771285722570	OK	 
USER	Shopping Spree	153	END	1771285711622	1771285722573
REQUEST	57		Buy Laptop	1771285712402	1771285722575	OK	 
REQUEST	83		Buy Laptop	1771285712363	1771285722573	OK	 
USER	Shopping Spree	57	END	1771285705872	1771285722576
USER	Shopping Spree	83	END	1771285707411	1771285722577
REQUEST	113		Buy Laptop	1771285712432	1771285722573	OK	 
USER	Shopping Spree	113	END	1771285709232	1771285722577
REQUEST	60		Buy Laptop	1771285712402	1771285722576	OK	 
USER	Shopping Spree	60	END	1771285706051	1771285722579
REQUEST	155		Buy Laptop	1771285712763	1771285722578	OK	 
USER	Shopping Spree	155	END	1771285711741	1771285722581
REQUEST	84		Buy Laptop	1771285712402	1771285722581	OK	 
REQUEST	105		Buy Laptop	1771285712413	1771285722580	OK	 
USER	Shopping Spree	105	END	1771285708741	1771285722582
USER	Shopping Spree	84	END	1771285707472	1771285722582
REQUEST	104		Buy Laptop	1771285712375	1771285722581	OK	 
REQUEST	63		Buy Laptop	1771285712413	1771285722583	OK	 
USER	Shopping Spree	104	END	1771285708682	1771285722585
USER	Shopping Spree	63	END	1771285706232	1771285722585
REQUEST	165		Buy Laptop	1771285713381	1771285722585	OK	 
USER	Shopping Spree	165	END	1771285712352	1771285722586
REQUEST	132		Buy Laptop	1771285712402	1771285722585	OK	 
REQUEST	203		View Home Page	1771285714622	1771285722587	OK	 
REQUEST	128		Buy Laptop	1771285712376	1771285722585	OK	 
USER	Shopping Spree	132	END	1771285710352	1771285722587
REQUEST	87		Buy Laptop	1771285712432	1771285722587	OK	 
USER	Shopping Spree	128	END	1771285710121	1771285722589
USER	Shopping Spree	87	END	1771285707651	1771285722590
USER	Shopping Spree	336	START	1771285722591	1771285722591
REQUEST	108		Buy Laptop	1771285712402	1771285722588	OK	 
USER	Shopping Spree	108	END	1771285708932	1771285722593
REQUEST	251		View Home Page	1771285717472	1771285722594	OK	 
REQUEST	237		View Home Page	1771285716653	1771285722594	OK	 
REQUEST	186		View Home Page	1771285713592	1771285722597	OK	 
REQUEST	299		View Home Page	1771285720371	1771285722597	OK	 
REQUEST	243		View Home Page	1771285717002	1771285722597	OK	 
REQUEST	234		View Home Page	1771285716472	1771285722597	OK	 
REQUEST	189		View Home Page	1771285713763	1771285722597	OK	 
REQUEST	182		View Home Page	1771285713352	1771285722597	OK	 
REQUEST	195		View Home Page	1771285714122	1771285722597	OK	 
REQUEST	282		View Home Page	1771285719352	1771285722598	OK	 
REQUEST	285		View Home Page	1771285719531	1771285722598	OK	 
REQUEST	333		View Home Page	1771285722412	1771285722598	OK	 
REQUEST	207		View Home Page	1771285714872	1771285722599	OK	 
REQUEST	230		View Home Page	1771285716232	1771285722600	OK	 
REQUEST	61		Buy Laptop	1771285712462	1771285722599	OK	 
REQUEST	330		View Home Page	1771285722232	1771285722601	OK	 
REQUEST	255		View Home Page	1771285717713	1771285722601	OK	 
USER	Shopping Spree	61	END	1771285706121	1771285722602
REQUEST	56		Buy Laptop	1771285712376	1771285722601	OK	 
USER	Shopping Spree	56	END	1771285705802	1771285722602
REQUEST	191		View Home Page	1771285713882	1771285722602	OK	 
REQUEST	327		View Home Page	1771285722062	1771285722603	OK	 
REQUEST	278		View Home Page	1771285719122	1771285722603	OK	 
REQUEST	78		Buy Laptop	1771285712462	1771285722603	OK	 
REQUEST	62		Buy Laptop	1771285712453	1771285722604	OK	 
USER	Shopping Spree	62	END	1771285706182	1771285722604
USER	Shopping Spree	78	END	1771285707122	1771285722604
REQUEST	303		View Home Page	1771285720622	1771285722612	OK	 
REQUEST	215		View Home Page	1771285715353	1771285722611	OK	 
REQUEST	239		View Home Page	1771285716763	1771285722612	OK	 
REQUEST	144		Buy Laptop	1771285712462	1771285722611	OK	 
REQUEST	51		Buy Laptop	1771285712462	1771285722612	OK	 
REQUEST	89		Buy Laptop	1771285712462	1771285722611	OK	 
USER	Shopping Spree	51	END	1771285705492	1771285722613
USER	Shopping Spree	144	END	1771285711061	1771285722613
REQUEST	167		View Home Page	1771285712472	1771285722612	OK	 
REQUEST	176		View Home Page	1771285713002	1771285722612	OK	 
USER	Shopping Spree	89	END	1771285707762	1771285722613
REQUEST	263		View Home Page	1771285718182	1771285722613	OK	 
REQUEST	291		View Home Page	1771285719882	1771285722613	OK	 
REQUEST	209		View Home Page	1771285714993	1771285722613	OK	 
REQUEST	180		View Home Page	1771285713232	1771285722614	OK	 
REQUEST	320		View Home Page	1771285721652	1771285722614	OK	 
REQUEST	28		Buy Laptop	1771285712443	1771285722614	OK	 
REQUEST	272		View Home Page	1771285718743	1771285722615	OK	 
USER	Shopping Spree	28	END	1771285704132	1771285722615
REQUEST	31		Buy Laptop	1771285712443	1771285722614	OK	 
REQUEST	130		Buy Laptop	1771285712451	1771285722615	OK	 
REQUEST	276		View Home Page	1771285718991	1771285722616	OK	 
REQUEST	224		View Home Page	1771285715883	1771285722616	OK	 
USER	Shopping Spree	130	END	1771285710242	1771285722616
USER	Shopping Spree	31	END	1771285704302	1771285722616
REQUEST	324		View Home Page	1771285721882	1771285722616	OK	 
REQUEST	148		Buy Laptop	1771285712463	1771285722616	OK	 
REQUEST	177		View Home Page	1771285713063	1771285722616	OK	 
REQUEST	306		View Home Page	1771285720814	1771285722617	OK	 
REQUEST	110		Buy Laptop	1771285712452	1771285722617	OK	 
REQUEST	228		View Home Page	1771285716123	1771285722617	OK	 
USER	Shopping Spree	148	END	1771285711302	1771285722617
REQUEST	188		View Home Page	1771285713712	1771285722618	OK	 
USER	Shopping Spree	110	END	1771285709052	1771285722618
REQUEST	314		View Home Page	1771285721292	1771285722619	OK	 
REQUEST	218		View Home Page	1771285715532	1771285722620	OK	 
REQUEST	212		View Home Page	1771285715183	1771285722620	OK	 
REQUEST	100		Buy Laptop	1771285712463	1771285722619	OK	 
USER	Shopping Spree	100	END	1771285708431	1771285722620
REQUEST	39		Buy Laptop	1771285712442	1771285722620	OK	 
REQUEST	127		Buy Laptop	1771285712464	1771285722620	OK	 
USER	Shopping Spree	127	END	1771285710061	1771285722621
USER	Shopping Spree	39	END	1771285704772	1771285722621
REQUEST	197		View Home Page	1771285714242	1771285722621	OK	 
REQUEST	240		View Home Page	1771285716822	1771285722622	OK	 
REQUEST	34		Buy Laptop	1771285712443	1771285722622	OK	 
REQUEST	76		Buy Laptop	1771285712462	1771285722621	OK	 
REQUEST	150		Buy Laptop	1771285712472	1771285722622	OK	 
REQUEST	66		Buy Laptop	1771285712462	1771285722622	OK	 
REQUEST	99		Buy Laptop	1771285712462	1771285722622	OK	 
REQUEST	185		View Home Page	1771285713532	1771285722623	OK	 
USER	Shopping Spree	34	END	1771285704481	1771285722623
USER	Shopping Spree	76	END	1771285707002	1771285722623
USER	Shopping Spree	66	END	1771285706412	1771285722623
USER	Shopping Spree	150	END	1771285711431	1771285722623
USER	Shopping Spree	99	END	1771285708371	1771285722623
REQUEST	183		View Home Page	1771285713412	1771285722623	OK	 
REQUEST	233		View Home Page	1771285716411	1771285722624	OK	 
REQUEST	164		Buy Laptop	1771285713312	1771285722623	OK	 
USER	Shopping Spree	164	END	1771285712291	1771285722624
REQUEST	266		View Home Page	1771285718372	1771285722623	OK	 
REQUEST	326		View Home Page	1771285722002	1771285722624	OK	 
REQUEST	287		View Home Page	1771285719651	1771285722625	OK	 
REQUEST	36		Buy Laptop	1771285712444	1771285722624	OK	 
REQUEST	13		Buy Laptop	1771285712462	1771285722624	OK	 
USER	Shopping Spree	36	END	1771285704602	1771285722626
REQUEST	92		Buy Laptop	1771285712462	1771285722625	OK	 
REQUEST	305		View Home Page	1771285720741	1771285722626	OK	 
USER	Shopping Spree	13	END	1771285703231	1771285722626
REQUEST	211		View Home Page	1771285715123	1771285722625	OK	 
USER	Shopping Spree	92	END	1771285707941	1771285722626
REQUEST	80		Buy Laptop	1771285712376	1771285722626	OK	 
REQUEST	281		View Home Page	1771285719292	1771285722626	OK	 
REQUEST	192		View Home Page	1771285713942	1771285722626	OK	 
USER	Shopping Spree	80	END	1771285707231	1771285722627
REQUEST	170		View Home Page	1771285712653	1771285722627	OK	 
REQUEST	254		View Home Page	1771285717652	1771285722627	OK	 
REQUEST	311		View Home Page	1771285721122	1771285722628	OK	 
REQUEST	279		View Home Page	1771285719182	1771285722628	OK	 
REQUEST	201		View Home Page	1771285714492	1771285722628	OK	 
REQUEST	258		View Home Page	1771285717882	1771285722628	OK	 
REQUEST	312		View Home Page	1771285721183	1771285722628	OK	 
REQUEST	300		View Home Page	1771285720432	1771285722629	OK	 
REQUEST	200		View Home Page	1771285714433	1771285722629	OK	 
REQUEST	187		View Home Page	1771285713652	1771285722629	OK	 
REQUEST	194		View Home Page	1771285714062	1771285722629	OK	 
REQUEST	206		View Home Page	1771285714812	1771285722629	OK	 
REQUEST	231		View Home Page	1771285716292	1771285722629	OK	 
REQUEST	283		View Home Page	1771285719412	1771285722629	OK	 
REQUEST	156		Buy Laptop	1771285712822	1771285722629	OK	 
REQUEST	331		View Home Page	1771285722292	1771285722630	OK	 
USER	Shopping Spree	156	END	1771285711802	1771285722630
REQUEST	296		View Home Page	1771285720182	1771285722630	OK	 
REQUEST	29		Buy Laptop	1771285712451	1771285722628	OK	 
USER	Shopping Spree	29	END	1771285704182	1771285722631
REQUEST	260		View Home Page	1771285718002	1771285722631	OK	 
REQUEST	204		View Home Page	1771285714682	1771285722631	OK	 
REQUEST	302		View Home Page	1771285720561	1771285722631	OK	 
REQUEST	225		View Home Page	1771285715942	1771285722631	OK	 
REQUEST	221		View Home Page	1771285715713	1771285722632	OK	 
REQUEST	111		Buy Laptop	1771285712452	1771285722631	OK	 
REQUEST	329		View Home Page	1771285722181	1771285722632	OK	 
REQUEST	199		View Home Page	1771285714373	1771285722632	OK	 
USER	Shopping Spree	111	END	1771285709121	1771285722632
REQUEST	249		View Home Page	1771285717352	1771285722633	OK	 
REQUEST	295		View Home Page	1771285720121	1771285722633	OK	 
REQUEST	257		View Home Page	1771285717821	1771285722633	OK	 
REQUEST	173		View Home Page	1771285712822	1771285722633	OK	 
REQUEST	252		View Home Page	1771285717532	1771285722633	OK	 
REQUEST	235		View Home Page	1771285716532	1771285722633	OK	 
REQUEST	248		View Home Page	1771285717293	1771285722633	OK	 
REQUEST	284		View Home Page	1771285719472	1771285722634	OK	 
REQUEST	308		View Home Page	1771285720932	1771285722634	OK	 
REQUEST	317		View Home Page	1771285721471	1771285722633	OK	 
REQUEST	178		View Home Page	1771285713122	1771285722634	OK	 
REQUEST	102		Buy Laptop	1771285712462	1771285722634	OK	 
REQUEST	226		View Home Page	1771285716002	1771285722635	OK	 
REQUEST	332		View Home Page	1771285722352	1771285722635	OK	 
REQUEST	290		View Home Page	1771285719822	1771285722635	OK	 
USER	Shopping Spree	102	END	1771285708551	1771285722635
REQUEST	274		View Home Page	1771285718872	1771285722635	OK	 
REQUEST	242		View Home Page	1771285716943	1771285722635	OK	 
REQUEST	236		View Home Page	1771285716592	1771285722635	OK	 
REQUEST	271		View Home Page	1771285718682	1771285722636	OK	 
REQUEST	106		Buy Laptop	1771285712451	1771285722636	OK	 
USER	Shopping Spree	106	END	1771285708802	1771285722637
REQUEST	8		Buy Laptop	1771285712452	1771285722634	OK	 
USER	Shopping Spree	8	END	1771285703125	1771285722638
REQUEST	175		View Home Page	1771285712942	1771285722637	OK	 
REQUEST	318		View Home Page	1771285721532	1771285722636	OK	 
REQUEST	301		View Home Page	1771285720492	1771285722638	OK	 
REQUEST	222		View Home Page	1771285715773	1771285722639	OK	 
REQUEST	190		View Home Page	1771285713823	1771285722639	OK	 
REQUEST	52		Buy Laptop	1771285712437	1771285722639	OK	 
REQUEST	174		View Home Page	1771285712883	1771285722640	OK	 
REQUEST	286		View Home Page	1771285719592	1771285722640	OK	 
REQUEST	270		View Home Page	1771285718622	1771285722640	OK	 
REQUEST	319		View Home Page	1771285721593	1771285722640	OK	 
USER	Shopping Spree	52	END	1771285705551	1771285722640
REQUEST	238		View Home Page	1771285716712	1771285722640	OK	 
REQUEST	269		View Home Page	1771285718562	1771285722642	OK	 
REQUEST	216		View Home Page	1771285715412	1771285722642	OK	 
REQUEST	321		View Home Page	1771285721712	1771285722644	OK	 
REQUEST	168		View Home Page	1771285712532	1771285722644	OK	 
REQUEST	223		View Home Page	1771285715822	1771285722642	OK	 
REQUEST	205		View Home Page	1771285714742	1771285722639	OK	 
REQUEST	253		View Home Page	1771285717593	1771285722644	OK	 
REQUEST	322		View Home Page	1771285721762	1771285722645	OK	 
REQUEST	4		Buy Laptop	1771285712364	1771285722644	OK	 
USER	Shopping Spree	4	END	1771285703124	1771285722645
USER	Shopping Spree	337	START	1771285722651	1771285722651
REQUEST	245		View Home Page	1771285717122	1771285722654	OK	 
REQUEST	297		View Home Page	1771285720242	1771285722654	OK	 
REQUEST	250		View Home Page	1771285717413	1771285722655	OK	 
REQUEST	138		Buy Laptop	1771285712374	1771285722655	OK	 
REQUEST	288		View Home Page	1771285719712	1771285722656	OK	 
REQUEST	273		View Home Page	1771285718812	1771285722655	OK	 
REQUEST	140		Buy Laptop	1771285712464	1771285722656	OK	 
REQUEST	294		View Home Page	1771285720062	1771285722656	OK	 
REQUEST	198		View Home Page	1771285714312	1771285722657	OK	 
REQUEST	42		Buy Laptop	1771285712367	1771285722656	OK	 
REQUEST	75		Buy Laptop	1771285712435	1771285722655	OK	 
REQUEST	38		Buy Laptop	1771285712402	1771285722655	OK	 
REQUEST	152		Buy Laptop	1771285712571	1771285722655	OK	 
REQUEST	264		View Home Page	1771285718242	1771285722656	OK	 
USER	Shopping Spree	138	END	1771285710711	1771285722656
USER	Shopping Spree	140	END	1771285710821	1771285722657
USER	Shopping Spree	152	END	1771285711552	1771285722658
USER	Shopping Spree	75	END	1771285706941	1771285722658
USER	Shopping Spree	38	END	1771285704712	1771285722658
REQUEST	298		View Home Page	1771285720311	1771285722659	OK	 
REQUEST	27		Buy Laptop	1771285712432	1771285722658	OK	 
USER	Shopping Spree	27	END	1771285704072	1771285722660
REQUEST	40		Buy Laptop	1771285712432	1771285722654	OK	 
REQUEST	277		View Home Page	1771285719062	1771285722654	OK	 
USER	Shopping Spree	40	END	1771285704831	1771285722661
REQUEST	325		View Home Page	1771285721942	1771285722662	OK	 
REQUEST	293		View Home Page	1771285720002	1771285722662	OK	 
REQUEST	202		View Home Page	1771285714562	1771285722660	OK	 
REQUEST	247		View Home Page	1771285717232	1771285722662	OK	 
REQUEST	166		View Home Page	1771285712412	1771285722662	OK	 
USER	Shopping Spree	42	END	1771285704952	1771285722663
REQUEST	123		Buy Laptop	1771285712432	1771285722661	OK	 
REQUEST	246		View Home Page	1771285717182	1771285722663	OK	 
REQUEST	181		View Home Page	1771285713292	1771285722663	OK	 
REQUEST	214		View Home Page	1771285715294	1771285722663	OK	 
USER	Shopping Spree	123	END	1771285709821	1771285722664
REQUEST	310		View Home Page	1771285721062	1771285722664	OK	 
REQUEST	229		View Home Page	1771285716183	1771285722664	OK	 
REQUEST	262		View Home Page	1771285718122	1771285722666	OK	 
REQUEST	316		View Home Page	1771285721413	1771285722666	OK	 
REQUEST	193		View Home Page	1771285714003	1771285722667	OK	 
REQUEST	334		View Home Page	1771285722475	1771285722667	OK	 
REQUEST	64		Buy Laptop	1771285712442	1771285722662	OK	 
REQUEST	268		View Home Page	1771285718492	1771285722668	OK	 
REQUEST	208		View Home Page	1771285714932	1771285722668	OK	 
USER	Shopping Spree	64	END	1771285706291	1771285722668
REQUEST	256		View Home Page	1771285717763	1771285722668	OK	 
REQUEST	58		Buy Laptop	1771285712444	1771285722666	OK	 
REQUEST	172		View Home Page	1771285712763	1771285722669	OK	 
USER	Shopping Spree	58	END	1771285705932	1771285722670
REQUEST	328		View Home Page	1771285722122	1771285722670	OK	 
REQUEST	37		Buy Laptop	1771285712462	1771285722668	OK	 
REQUEST	220		View Home Page	1771285715652	1771285722670	OK	 
USER	Shopping Spree	37	END	1771285704661	1771285722671
REQUEST	241		View Home Page	1771285716883	1771285722667	OK	 
REQUEST	289		View Home Page	1771285719762	1771285722671	OK	 
REQUEST	125		Buy Laptop	1771285712412	1771285722672	OK	 
REQUEST	157		Buy Laptop	1771285712892	1771285722672	OK	 
USER	Shopping Spree	157	END	1771285711871	1771285722674
REQUEST	151		Buy Laptop	1771285712512	1771285722674	OK	 
REQUEST	88		Buy Laptop	1771285712435	1771285722674	OK	 
USER	Shopping Spree	125	END	1771285709941	1771285722675
USER	Shopping Spree	88	END	1771285707712	1771285722676
REQUEST	139		Buy Laptop	1771285712443	1771285722675	OK	 
REQUEST	149		Buy Laptop	1771285712443	1771285722676	OK	 
REQUEST	335		View Home Page	1771285722533	1771285722694	OK	 
REQUEST	336		View Home Page	1771285722592	1771285722694	OK	 
REQUEST	196		View Home Page	1771285714182	1771285722694	OK	 
REQUEST	244		View Home Page	1771285717063	1771285722695	OK	 
REQUEST	133		Buy Laptop	1771285712463	1771285722694	OK	 
REQUEST	159		Buy Laptop	1771285713012	1771285722694	OK	 
REQUEST	161		Buy Laptop	1771285713142	1771285722695	OK	 
REQUEST	292		View Home Page	1771285719942	1771285722695	OK	 
USER	Shopping Spree	159	END	1771285711992	1771285722695
REQUEST	136		Buy Laptop	1771285712437	1771285722695	OK	 
USER	Shopping Spree	161	END	1771285712121	1771285722696
USER	Shopping Spree	136	END	1771285710592	1771285722696
USER	Shopping Spree	133	END	1771285710412	1771285722696
REQUEST	134		Buy Laptop	1771285712423	1771285722696	OK	 
REQUEST	85		Buy Laptop	1771285712465	1771285722696	OK	 
USER	Shopping Spree	85	END	1771285707532	1771285722697
REQUEST	147		Buy Laptop	1771285712432	1771285722696	OK	 
USER	Shopping Spree	134	END	1771285710471	1771285722697
REQUEST	122		Buy Laptop	1771285712381	1771285722676	OK	 
USER	Shopping Spree	139	END	1771285710771	1771285722697
USER	Shopping Spree	122	END	1771285709761	1771285722697
USER	Shopping Spree	147	END	1771285711241	1771285722697
REQUEST	73		Buy Laptop	1771285712378	1771285722697	OK	 
REQUEST	86		Buy Laptop	1771285712413	1771285722697	OK	 
